county_name,county_fips,season,TAVG,TMAX,TMIN,PRCP
Trinity,FIPS:06105,Winter,41.59197860962567,50.70016042780749,32.506470588235295,177.91700280112045
Trinity,FIPS:06105,Spring,51.07068686868687,64.36146969696969,37.77045454545455,84.84587301587301
Trinity,FIPS:06105,Summer,72.35487878787879,89.36089393939395,55.337651515151514,8.29638888888889
Trinity,FIPS:06105,Fall,57.299757575757575,70.49178787878787,44.10149494949495,72.40430555555555
Tulare,FIPS:06107,Winter,44.17072476571871,53.92820815516663,34.41972937183923,67.81278011204482
Tulare,FIPS:06107,Spring,52.609997078901486,63.96953736704472,41.248071580380405,44.501536596119934
Tulare,FIPS:06107,Summer,73.40321886446887,86.48581222943722,60.32999105061605,2.309854497354497
Tulare,FIPS:06107,Fall,59.848965522222876,71.26072141583907,48.44605592691622,17.052597001763665
Tuolumne,FIPS:06109,Winter,42.269936974789914,52.56716386554621,31.95621848739496,141.71813025210085
Tuolumne,FIPS:06109,Spring,51.677499999999995,63.985238095238095,39.37761904761905,81.59017195767196
Tuolumne,FIPS:06109,Summer,72.0496865079365,87.14486507936508,56.95784126984127,6.070145502645502
Tuolumne,FIPS:06109,Fall,58.41213888888889,71.32890873015873,45.353007936507936,42.50727513227513
Ventura,FIPS:06111,Winter,51.95699465240641,63.82361497326203,40.09595721925134,75.18375291375291
Ventura,FIPS:06111,Spring,56.679181818181824,68.52490909090909,44.841818181818184,34.641069239402576
Ventura,FIPS:06111,Summer,70.30272727272727,83.93527272727273,56.66581818181818,4.420850168350168
Ventura,FIPS:06111,Fall,63.591272727272724,77.12950000000001,50.08413636363636,16.835140569307235
Yolo,FIPS:06113,Winter,50.603529411764704,61.11341176470588,40.04547058823529,87.75609341638754
Yolo,FIPS:06113,Spring,61.933499999999995,75.6365,48.214,25.92755291005291
Yolo,FIPS:06113,Summer,78.07249999999999,96.02850000000001,60.1295,0.4313542938542938
Yolo,FIPS:06113,Fall,65.856,80.264,51.4465,31.00273818773819
Yuba,FIPS:06115,Winter,46.64705882352941,55.567647058823525,37.68764705882353,151.40147058823527
Yuba,FIPS:06115,Spring,56.25333333333334,67.48833333333334,44.998333333333335,66.69277777777778
Yuba,FIPS:06115,Summer,75.32166666666666,89.175,61.464999999999996,3.2067592592592593
Yuba,FIPS:06115,Fall,61.86333333333333,73.62833333333333,50.08166666666667,64.90935185185185
